Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD
2388,02-Sep-15,Zivame,Online Lingerie Marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000.0
2389,02-Sep-15,Capillary Tech,Cloud software solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000.0
2390,03-Sep-15,Jobspire,Job Search Platform,,Bangalore,Purvi Capital,Seed Funding,260000.0
2391,03-Sep-15,MeraDoctor,Doctor consultancy Mobile App,,Mumbai,India Quotient & other investors,Seed Funding,
2392,03-Sep-15,Vistaar Finance,Small Business Financing (NBFC),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,40000000.0
2393,03-Sep-15,HiJinny,Beauty & Wellness Services Marketplace,,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,
2394,04-Sep-15,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000.0
2395,04-Sep-15,Blubox,ECommerce Brands Full Service Agency,,Mumbai,Ashish Jhalani,Seed Funding,100000.0
2396,04-Sep-15,RoomCentral,Cloud-based Hotel Booking Platform,,Bangalore,Karanpal Singh,Seed Funding,2000000.0
2397,07-Sep-15,YouthKiAwaaz,Community Driven News/Views Platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000.0
2398,07-Sep-15,Prozo,Study Material Marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000.0
2399,07-Sep-15,Zomato,Restaurant Ratings & Reviews platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,60000000.0
2400,07-Sep-15,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,1800000.0
2401,08-Sep-15,MockBank,Government Test Preparation platform,,Bangalore,Blume Ventures,Seed Funding,400000.0
2402,08-Sep-15,ReportBee,Smart Report Cards for Schools,,Chennai,India Educational Investment Fund,Seed Funding,
2403,08-Sep-15,GuruG Learning,Teacher empowerment platform,,Bangalore,India Educational Investment Fund,Seed Funding,
2404,10-Sep-15,OnlineTyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000.0
2405,10-Sep-15,IndustryBuying,Industrial Tools Marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000.0
2406,10-Sep-15,The Nudge Foundation,Non Profit Organization to alleviate poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000.0
2407,11-Sep-15,FitMeIn,Gym & Fitness Studios Subscription platform,,New Delhi,Green House Ventures,Seed Funding,100000.0
2408,11-Sep-15,Envoged,pre-used luxury item Marketplace,,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,
2409,11-Sep-15,Zapyle,pre-used apparel shopping mobile app,,Bangalore,,Seed Funding,1000000.0
2410,11-Sep-15,Renomania,Home Design & Decor platform,,New Delhi,Subodh Gupta,Seed Funding,
2411,12-Sep-15,CredR,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,15000000.0
2412,12-Sep-15,YatraGenie,Online Bus & Cab ticketing platform,,Hyderabad,Ash Bhardwaj,Private Equity,
2413,14-Sep-15,CanvasFlip,Mobile App testing platform,,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000.0
2414,14-Sep-15,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private Equity,9000000.0
2415,14-Sep-15,UE Life Sciences,Early Cancer Detection Solutions,,Ranchi,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000.0
2416,14-Sep-15,Ola,Cab rental Mobile app,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000.0
2417,15-Sep-15,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Equity,2000000.0
2418,15-Sep-15,MoEngage,Mobile Marketing Automation Platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000.0
2419,15-Sep-15,Mubble,Prepaid Mobile Bill Manager App,,Bangalore,Nandan Nilekani,Seed Funding,
2420,15-Sep-15,Tea Trails,Chain of Tea Cafe,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000.0
2421,15-Sep-15,Room on Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed Funding,300000.0
2422,15-Sep-15,FYNE,Home Fitting & Fixtures Marketplace,,Bangalore,Sandeep Dama & Others,Seed Funding,
2423,16-Sep-15,ChaiPoint,Food Subscription platform,,Bangalore,Eight Roads Ventures,Private Equity,10000000.0
2424,16-Sep-15,WedmeGood.com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed Funding,410000.0
2425,16-Sep-15,XSTOK,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Funding,450000.0
2426,17-Sep-15,UniLog,ECommerce Data Analytics Platform,,Bangalore,Kalaari Capital,Private Equity,
2427,17-Sep-15,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Applyifi,Seed Funding,
2428,17-Sep-15,YepMe,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000.0
2429,17-Sep-15,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,600000.0
2430,18-Sep-15,Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000.0
2431,18-Sep-15,CureJoy,Online Health & Wellness platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000.0
2432,18-Sep-15,Briston Technomach,Internet of Things platform,,New Delhi,Undisclosed,Seed Funding,150000.0
2433,18-Sep-15,LabStreet,Diagnostic Labs aggregator platform,,Gurgaon,Multiple investors,Seed Funding,150000.0
2434,19-Sep-15,DailyNinja,Hyperlocal Delivery Platform,,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,
2435,21-Sep-15,Portea Medical,Home Medical Care Services,,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000.0
2436,21-Sep-15,Neotrade Analytics,Real-Time stock data platform,,Bangalore,Rainmatter,Seed Funding,235000.0
2437,21-Sep-15,DishCo,Food discovery & table booking app,,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,
2438,21-Sep-15,LafaLafa,coupons and cashback aggregator app,,Mumbai,500 Startups,Seed Funding,125000.0
2439,21-Sep-15,ConnectAbank,Financial Products lead generation platform,,Mumbai,Prakhar Bumb,Seed Funding,
2440,22-Sep-15,VillFarm,Sustainable Agri-inputs Firm,,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,
2441,22-Sep-15,Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000.0
2442,22-Sep-15,GameXS.in,Pre-owned games Marketplace,,New Delhi,Lead Angels,Seed Funding,
2443,22-Sep-15,The Man Company,Content-based Subscription eCommerce platform,,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,
2444,22-Sep-15,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bangalore,Swarnim Multiventures,Private Equity,800000.0
2445,22-Sep-15,Furdo,Online Interior Designing platform,,Bangalore,Bhavdeep Reddy,Seed Funding,400000.0
2446,22-Sep-15,LogiNext,End-to-end Logistics platform,,Mumbai,Paytm,Private Equity,10000000.0
2447,22-Sep-15,Korra,Private Label Apparel sales,,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000.0
2448,23-Sep-15,Credihealth,Healthcare Consulting platform,,Gurgaon,Rajat Malhotra,Seed Funding,
2449,23-Sep-15,Amigobulls,Stock Market Portal,,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,
2450,23-Sep-15,SilverPush,Cross-device retargeting platform,,Kerala,M&S Partners,Private Equity,1200000.0
2451,23-Sep-15,Juggernaut,Digital & Physical Publishing platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000.0
2452,23-Sep-15,InnerChef,Food Delivery Platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000.0
2453,24-Sep-15,Quintype,Data Driven Publishing platform,,Bangalore,Raghav Bahl,Private Equity,3300000.0
2454,24-Sep-15,Capabiliti,Employee OnBoarding & Orientation platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000.0
2455,24-Sep-15,Fourth Partner Energy,Solar Power Solutions company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000.0
2456,24-Sep-15,Licious,Online Meat Ordering platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000.0
2457,25-Sep-15,TravelKhana,online meal-booking platform for train travelers,,New Delhi,Astarc Ventures & Others,Seed Funding,
2458,28-Sep-15,Quickli,hyperlocal delivery platform,,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,
2459,28-Sep-15,Ola,Cab Booking app platform,,Bangalore,Didi Kuaidi,Private Equity,30000000.0
2460,29-Sep-15,Paytm,M-commerce platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000.0
2461,29-Sep-15,Inmobi,Mobile Advertising platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,100000000.0
2462,29-Sep-15,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36000000.0
2463,29-Sep-15,Hugefly,Ecommerce Product recommendation platform,,Pune,Mayank Singhal and others,Seed Funding,
2464,29-Sep-15,Brigge,Activity Based Social Network,,Chennai,The Chennai Angels,Seed Funding,
2465,29-Sep-15,Zakoopi,Fashion Discovery platform,,New Delhi,Uniqorn Ventures,Seed Funding,350000.0
2466,29-Sep-15,LoanCircle,Consumer lending marketplace,,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,
2467,30-Sep-15,Infoworks,Big Data Management Platform,,Lucknow,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000.0
2468,30-Sep-15,RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Funding,1000000.0
2469,30-Sep-15,FirstTouch,Local Mobile OS,,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,
2470,30-Sep-15,Eywa Media,Digital Signal processing platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000.0
2471,01-Aug-15,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000.0
2472,01-Aug-15,Ressy,Restaurant Discount app,,Pune,Mohandas Pai & others,Seed Funding,400000.0
2473,03-Aug-15,Cuelearn,Tech-enabled learning,,New Delhi,Alok Mittal,Seed Funding,
2474,03-Aug-15,Connect India,ECommerce Logistics provider,,New Delhi,Aavishkaar,Private Equity,5000000.0
2475,03-Aug-15,The Home Salon,on-demand home beauty and wellness portal,,Mumbai,VentureNursery,Seed Funding,
2476,03-Aug-15,Jusride,Self Driven Car rental,,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,
2477,03-Aug-15,Oyorooms,Budget Hotel accommodation brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,100000000.0
2478,03-Aug-15,Glowship,Energy & Environment Online Marketplace,,Bangalore,Infuse Ventures,Seed Funding,
2479,03-Aug-15,Wizrocket,User Engagment & Analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000.0
2480,04-Aug-15,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000.0
2481,05-Aug-15,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000.0
2482,05-Aug-15,LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000.0
2483,05-Aug-15,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000.0
2484,05-Aug-15,Doormint,Hyperlocal Handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000.0
2485,05-Aug-15,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000.0
2486,05-Aug-15,Zocalo,Rental Accomodation finder,,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,
2487,05-Aug-15,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000.0
2488,06-Aug-15,Klozee,Luxury Apparel rental,,Bangalore,Tracxn Labs,Seed Funding,
2489,06-Aug-15,Appvigil,App security testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000.0
2490,06-Aug-15,practo,Doctor Appointment booking app,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000.0
2491,06-Aug-15,LoudShout,anonymous bulletin board app,,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,
2492,06-Aug-15,Wetravelsolo,Travel community platform,,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,
2493,06-Aug-15,Ketto,Crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000.0
2494,06-Aug-15,Ezetap,Mobile based PoS solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000.0
2495,06-Aug-15,NDTV ecommerce venture,Car & Bike ecommerce platform,,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,
2496,07-Aug-15,Carl Jr,Fast food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,630000.0
2497,07-Aug-15,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000.0
2498,07-Aug-15,GIBSS,Energy saving solutions provider,,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,
2499,07-Aug-15,StoreMore.in,Self-Storage Spaces,,Noida,Bedrock Ventures,Seed Funding,
2500,07-Aug-15,iOrderFresh,Grocery retail Mobile app,,New Delhi,Best Foodworks,Seed Funding,
2501,10-Aug-15,MyTaxiIndia,Taxi Rental platform,,Gurgaon,"Nihon Kotsu,",Private Equity,500000.0
2502,10-Aug-15,eSadar,E-commerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000.0
2503,10-Aug-15,Actionable Analytics,Machine Learning Platform,,Rajkot,"B M Gupta, Vinod Singhal",Seed Funding,
2504,10-Aug-15,MyPoolin,mobile social network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000.0
2505,10-Aug-15,NearBuy (previously groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,16000000.0
2506,10-Aug-15,Inkmonk,Online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000.0
2507,10-Aug-15,ToneTag,mobile payment software platform,,Bangalore,Reliance Capital Venture,Private Equity,1000000.0
2508,10-Aug-15,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,30000000.0
2509,11-Aug-15,Livspace,Home Design & Decor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000.0
2510,11-Aug-15,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,1600000.0
2511,11-Aug-15,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Seed Funding,100000.0
2512,11-Aug-15,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,20000000.0
2513,11-Aug-15,Infogain,Business and IT consulting,,Bhopal,ChrysCapital,Private Equity,63000000.0
2514,12-Aug-15,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000.0
2515,12-Aug-15,BigBasket,Online & mobile Grocery store,,Bangalore,Bessemer Venture Partners,Private Equity,50000000.0
2516,12-Aug-15,Sheroes,Career Community for Women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000.0
2517,12-Aug-15,Scripbox,Mutual Fund Investing platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000.0
2518,13-Aug-15,etaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,500000.0
2519,13-Aug-15,IFMR Holdings,Financial Inclusion platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000.0
2520,13-Aug-15,Massblurb,Digital Marketing automation solution,,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,
2521,13-Aug-15,Agrostar,Mobile Commerce for Farmers,,Pune,IDG Ventures,Private Equity,4000000.0
2522,14-Aug-15,VoxWeb,Picture based Social App,,Mumbai,Jitendra Gupta & others,Seed Funding,100000.0
2523,14-Aug-15,Trukky,Logistics service platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000.0
2524,14-Aug-15,VanityCube,On-Demand Beauty Services,,New Delhi,Group of angel investors,Seed Funding,
2525,17-Aug-15,Edu4Share,Exam Preparation Platform,,New Delhi,Nalin Jain & other angel investors,Seed Funding,220000.0
2526,17-Aug-15,YourStory,Startup Focused Online Publisher,,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,
2527,17-Aug-15,Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000.0
2528,17-Aug-15,Orobind,App based Fitness coaching,,Bangalore,Existing & New Investors,Private Equity,
2529,17-Aug-15,Fixy,On demand cleaning & fixing services,,Mumbai,VentureNursery,Seed Funding,
2530,17-Aug-15,MSM Box,Beauty & Lifestyle platform,,New Delhi,Rohit Goel,Seed Funding,
2531,17-Aug-15,ShadowFax,on-demand delivery service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000.0
2532,17-Aug-15,Gadgets 360,Car & Bike ecommerce platform,,New Delhi,One97 Communications,Private Equity,
2533,18-Aug-15,Roposo,Fashion Discovery platform,,Gurgaon,Tiger Global,Private Equity,15000000.0
2534,18-Aug-15,IntelligenceNODE,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000.0
2535,18-Aug-15,HyperVerge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000.0
2536,18-Aug-15,Twyst,Location based engagement & rewards platform,,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,
2537,18-Aug-15,IDfy,Online Identity Verification Services platform,,Mumbai,"NEA, Blume Ventures & others",Private Equity,
2538,18-Aug-15,Zoojoo.be,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Equity,1000000.0
2539,19-Aug-15,Fashionove,Fashion Search & Review Platform,,Kolkata,Umesh Yadav,Seed Funding,
2540,19-Aug-15,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Mumbai,Unilazer Ventures,Private Equity,2400000.0
2541,19-Aug-15,Envoged,pre-owned Luxury online apparel seller,,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,
2542,19-Aug-15,MebelKart,Online Furniture Marketplace,,Bangalore,AskMe,Private Equity,20000000.0
2543,20-Aug-15,LabsAdvisor,Online Diagnostic Tests Marketplace,,New Delhi,Group of Angel Investors,Seed Funding,156000.0
2544,20-Aug-15,Flatpebble,Online marketplace for Photographers,,Hyderabad,Indian Angel Network,Seed Funding,600000.0
2545,20-Aug-15,Bluegape.com,Visual Blogging platform,,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000.0
